Date,Product Name,Quantity Used
2022-08-18 21:31:38.672717,Spark Plug,12
2022-08-18 21:31:38.672717,Tire,1
2022-08-18 21:31:38.672717,Windshield Wiper,6
2022-08-19 21:31:38.672717,Air Filter,2
2022-08-19 21:31:38.672717,Brake Pads,7
2022-08-19 21:31:38.672717,LED Headlight,28
2022-08-19 21:31:38.672717,Radiator,7
2022-08-19 21:31:38.672717,Spark Plug,8
2022-08-19 21:31:38.672717,Windshield Wiper,16
2022-08-20 21:31:38.672717,Alternator,2
2022-08-20 21:31:38.672717,Engine Oil,11
2022-08-20 21:31:38.672717,Fuel Pump,7
2022-08-20 21:31:38.672717,Radiator,5
2022-08-20 21:31:38.672717,Windshield Wiper,5
2022-08-21 21:31:38.672717,Air Filter,7
2022-08-21 21:31:38.672717,Alternator,12
2022-08-21 21:31:38.672717,Engine Oil,5
2022-08-21 21:31:38.672717,Radiator,4
2022-08-21 21:31:38.672717,Spark Plug,8
2022-08-21 21:31:38.672717,Tire,10
2022-08-22 21:31:38.672717,Alternator,5
2022-08-22 21:31:38.672717,Spark Plug,2
2022-08-22 21:31:38.672717,Windshield Wiper,4
2022-08-23 21:31:38.672717,Alternator,4
2022-08-23 21:31:38.672717,Brake Pads,5
2022-08-23 21:31:38.672717,Fuel Pump,9
2022-08-23 21:31:38.672717,Radiator,7
2022-08-23 21:31:38.672717,Spark Plug,8
2022-08-23 21:31:38.672717,Tire,1
2022-08-24 21:31:38.672717,Alternator,6
2022-08-24 21:31:38.672717,Radiator,13
2022-08-25 21:31:38.672717,Air Filter,9
2022-08-25 21:31:38.672717,Alternator,2
2022-08-25 21:31:38.672717,Brake Pads,4
2022-08-25 21:31:38.672717,Engine Oil,4
2022-08-25 21:31:38.672717,Fuel Pump,7
2022-08-25 21:31:38.672717,LED Headlight,10
2022-08-25 21:31:38.672717,Radiator,5
2022-08-25 21:31:38.672717,Spark Plug,6
2022-08-25 21:31:38.672717,Windshield Wiper,4
2022-08-26 21:31:38.672717,Air Filter,9
2022-08-26 21:31:38.672717,Alternator,6
2022-08-26 21:31:38.672717,Radiator,4
2022-08-27 21:31:38.672717,Alternator,8
2022-08-27 21:31:38.672717,Fuel Pump,8
2022-08-27 21:31:38.672717,LED Headlight,5
2022-08-27 21:31:38.672717,Radiator,6
2022-08-28 21:31:38.672717,Air Filter,3
2022-08-28 21:31:38.672717,Engine Oil,5
2022-08-28 21:31:38.672717,LED Headlight,3
2022-08-28 21:31:38.672717,Radiator,13
2022-08-28 21:31:38.672717,Spark Plug,7
2022-08-28 21:31:38.672717,Tire,1
2022-08-29 21:31:38.672717,Brake Pads,5
2022-08-29 21:31:38.672717,Fuel Pump,6
2022-08-29 21:31:38.672717,LED Headlight,4
2022-08-29 21:31:38.672717,Radiator,7
2022-08-29 21:31:38.672717,Spark Plug,5
2022-08-29 21:31:38.672717,Windshield Wiper,19
2022-08-30 21:31:38.672717,Air Filter,2
2022-08-30 21:31:38.672717,Alternator,1
2022-08-30 21:31:38.672717,Brake Pads,12
2022-08-30 21:31:38.672717,Fuel Pump,4
2022-08-30 21:31:38.672717,LED Headlight,7
2022-08-30 21:31:38.672717,Spark Plug,9
2022-08-30 21:31:38.672717,Windshield Wiper,3
2022-08-31 21:31:38.672717,Air Filter,6
2022-08-31 21:31:38.672717,Alternator,18
2022-08-31 21:31:38.672717,Engine Oil,7
2022-08-31 21:31:38.672717,LED Headlight,16
2022-08-31 21:31:38.672717,Windshield Wiper,9
2022-09-01 21:31:38.672717,Alternator,8
2022-09-01 21:31:38.672717,Brake Pads,21
2022-09-01 21:31:38.672717,Engine Oil,4
2022-09-01 21:31:38.672717,LED Headlight,12
2022-09-01 21:31:38.672717,Windshield Wiper,10
2022-09-02 21:31:38.672717,Brake Pads,12
2022-09-02 21:31:38.672717,LED Headlight,3
2022-09-02 21:31:38.672717,Radiator,5
2022-09-02 21:31:38.672717,Spark Plug,7
2022-09-02 21:31:38.672717,Tire,5
2022-09-03 21:31:38.672717,Engine Oil,6
2022-09-03 21:31:38.672717,LED Headlight,4
2022-09-03 21:31:38.672717,Radiator,8
2022-09-03 21:31:38.672717,Spark Plug,4
2022-09-03 21:31:38.672717,Windshield Wiper,3
2022-09-04 21:31:38.672717,Air Filter,1
2022-09-04 21:31:38.672717,Brake Pads,6
2022-09-04 21:31:38.672717,Fuel Pump,2
2022-09-04 21:31:38.672717,Spark Plug,3
2022-09-04 21:31:38.672717,Windshield Wiper,2
2022-09-05 21:31:38.672717,Fuel Pump,6
2022-09-05 21:31:38.672717,LED Headlight,4
2022-09-05 21:31:38.672717,Tire,5
2022-09-06 21:31:38.672717,Engine Oil,8
2022-09-06 21:31:38.672717,Fuel Pump,7
2022-09-06 21:31:38.672717,Spark Plug,2
2022-09-07 21:31:38.672717,Air Filter,3
2022-09-07 21:31:38.672717,Alternator,3
2022-09-07 21:31:38.672717,Brake Pads,6
2022-09-07 21:31:38.672717,Engine Oil,5
2022-09-07 21:31:38.672717,LED Headlight,3
2022-09-07 21:31:38.672717,Tire,10
2022-09-07 21:31:38.672717,Windshield Wiper,10
2022-09-08 21:31:38.672717,Air Filter,6
2022-09-08 21:31:38.672717,Fuel Pump,3
2022-09-08 21:31:38.672717,LED Headlight,5
2022-09-08 21:31:38.672717,Windshield Wiper,12
2022-09-09 21:31:38.672717,Alternator,14
2022-09-09 21:31:38.672717,Engine Oil,6
2022-09-09 21:31:38.672717,Fuel Pump,4
2022-09-09 21:31:38.672717,Radiator,9
2022-09-09 21:31:38.672717,Spark Plug,9
2022-09-10 21:31:38.672717,Brake Pads,10
2022-09-10 21:31:38.672717,Fuel Pump,7
2022-09-10 21:31:38.672717,Radiator,5
2022-09-10 21:31:38.672717,Windshield Wiper,8
2022-09-11 21:31:38.672717,Air Filter,6
2022-09-11 21:31:38.672717,Alternator,11
2022-09-11 21:31:38.672717,Fuel Pump,5
2022-09-11 21:31:38.672717,LED Headlight,11
2022-09-11 21:31:38.672717,Windshield Wiper,9
2022-09-12 21:31:38.672717,Air Filter,3
2022-09-12 21:31:38.672717,Alternator,7
2022-09-12 21:31:38.672717,Fuel Pump,6
2022-09-12 21:31:38.672717,Spark Plug,6
2022-09-13 21:31:38.672717,Alternator,5
2022-09-13 21:31:38.672717,Brake Pads,3
2022-09-13 21:31:38.672717,Engine Oil,4
2022-09-13 21:31:38.672717,Fuel Pump,9
2022-09-13 21:31:38.672717,LED Headlight,6
2022-09-13 21:31:38.672717,Tire,7
2022-09-14 21:31:38.672717,Alternator,9
2022-09-14 21:31:38.672717,Brake Pads,10
2022-09-14 21:31:38.672717,Engine Oil,9
2022-09-14 21:31:38.672717,LED Headlight,7
2022-09-14 21:31:38.672717,Radiator,12
2022-09-14 21:31:38.672717,Windshield Wiper,7
2022-09-15 21:31:38.672717,Air Filter,1
2022-09-15 21:31:38.672717,Brake Pads,4
2022-09-15 21:31:38.672717,Engine Oil,7
2022-09-15 21:31:38.672717,LED Headlight,4
2022-09-15 21:31:38.672717,Tire,6
2022-09-15 21:31:38.672717,Windshield Wiper,10
2022-09-16 21:31:38.672717,Brake Pads,2
2022-09-16 21:31:38.672717,Engine Oil,8
2022-09-16 21:31:38.672717,Fuel Pump,5
2022-09-16 21:31:38.672717,Tire,5
2022-09-16 21:31:38.672717,Windshield Wiper,2
2022-09-17 21:31:38.672717,Air Filter,6
2022-09-17 21:31:38.672717,Brake Pads,5
2022-09-17 21:31:38.672717,Engine Oil,7
2022-09-17 21:31:38.672717,LED Headlight,4
2022-09-17 21:31:38.672717,Radiator,9
2022-09-17 21:31:38.672717,Spark Plug,6
2022-09-17 21:31:38.672717,Tire,4
2022-09-17 21:31:38.672717,Windshield Wiper,3
2022-09-18 21:31:38.672717,Air Filter,15
2022-09-18 21:31:38.672717,Alternator,1
2022-09-18 21:31:38.672717,Brake Pads,4
2022-09-18 21:31:38.672717,Engine Oil,5
2022-09-18 21:31:38.672717,Radiator,6
2022-09-18 21:31:38.672717,Tire,7
2022-09-19 21:31:38.672717,Alternator,7
2022-09-19 21:31:38.672717,Brake Pads,5
2022-09-19 21:31:38.672717,Engine Oil,7
2022-09-19 21:31:38.672717,Fuel Pump,5
2022-09-19 21:31:38.672717,LED Headlight,7
2022-09-19 21:31:38.672717,Radiator,5
2022-09-19 21:31:38.672717,Tire,2
2022-09-19 21:31:38.672717,Windshield Wiper,4
2022-09-20 21:31:38.672717,Fuel Pump,3
2022-09-20 21:31:38.672717,Radiator,10
2022-09-21 21:31:38.672717,Air Filter,8
2022-09-21 21:31:38.672717,Alternator,7
2022-09-21 21:31:38.672717,Engine Oil,12
2022-09-21 21:31:38.672717,Tire,4
2022-09-21 21:31:38.672717,Windshield Wiper,5
2022-09-22 21:31:38.672717,Brake Pads,8
2022-09-22 21:31:38.672717,Radiator,1
2022-09-22 21:31:38.672717,Spark Plug,6
2022-09-22 21:31:38.672717,Tire,3
2022-09-23 21:31:38.672717,Alternator,5
2022-09-23 21:31:38.672717,Engine Oil,9
2022-09-23 21:31:38.672717,Fuel Pump,16
2022-09-23 21:31:38.672717,Spark Plug,12
2022-09-24 21:31:38.672717,Air Filter,14
2022-09-24 21:31:38.672717,Alternator,10
2022-09-24 21:31:38.672717,Engine Oil,7
2022-09-24 21:31:38.672717,Fuel Pump,10
2022-09-24 21:31:38.672717,LED Headlight,5
2022-09-24 21:31:38.672717,Radiator,7
2022-09-24 21:31:38.672717,Spark Plug,13
2022-09-24 21:31:38.672717,Tire,12
2022-09-25 21:31:38.672717,Engine Oil,11
2022-09-25 21:31:38.672717,LED Headlight,3
2022-09-25 21:31:38.672717,Spark Plug,5
2022-09-25 21:31:38.672717,Tire,2
2022-09-25 21:31:38.672717,Windshield Wiper,3
2022-09-26 21:31:38.672717,Alternator,13
2022-09-26 21:31:38.672717,Brake Pads,17
2022-09-26 21:31:38.672717,LED Headlight,15
2022-09-26 21:31:38.672717,Tire,8
2022-09-27 21:31:38.672717,Brake Pads,8
2022-09-27 21:31:38.672717,Engine Oil,13
2022-09-27 21:31:38.672717,Spark Plug,14
2022-09-27 21:31:38.672717,Windshield Wiper,5
2022-09-28 21:31:38.672717,Air Filter,0
2022-09-28 21:31:38.672717,Radiator,5
2022-09-28 21:31:38.672717,Spark Plug,3
2022-09-29 21:31:38.672717,Air Filter,9
2022-09-29 21:31:38.672717,Fuel Pump,4
2022-09-29 21:31:38.672717,LED Headlight,3
2022-09-29 21:31:38.672717,Radiator,5
2022-09-29 21:31:38.672717,Spark Plug,7
2022-09-29 21:31:38.672717,Tire,10
2022-09-30 21:31:38.672717,Air Filter,12
2022-09-30 21:31:38.672717,Alternator,3
2022-09-30 21:31:38.672717,Engine Oil,3
2022-09-30 21:31:38.672717,Radiator,5
2022-09-30 21:31:38.672717,Spark Plug,13
2022-09-30 21:31:38.672717,Tire,8
2022-10-01 21:31:38.672717,Air Filter,11
2022-10-01 21:31:38.672717,Alternator,2
2022-10-01 21:31:38.672717,Fuel Pump,14
2022-10-01 21:31:38.672717,LED Headlight,11
2022-10-01 21:31:38.672717,Radiator,13
2022-10-01 21:31:38.672717,Spark Plug,8
2022-10-01 21:31:38.672717,Tire,8
2022-10-01 21:31:38.672717,Windshield Wiper,5
2022-10-02 21:31:38.672717,Engine Oil,9
2022-10-02 21:31:38.672717,Fuel Pump,6
2022-10-02 21:31:38.672717,LED Headlight,7
2022-10-02 21:31:38.672717,Radiator,4
2022-10-02 21:31:38.672717,Spark Plug,4
2022-10-02 21:31:38.672717,Windshield Wiper,7
2022-10-03 21:31:38.672717,Alternator,4
2022-10-03 21:31:38.672717,Brake Pads,2
2022-10-03 21:31:38.672717,Engine Oil,6
2022-10-03 21:31:38.672717,Fuel Pump,8
2022-10-03 21:31:38.672717,Radiator,7
2022-10-03 21:31:38.672717,Windshield Wiper,7
2022-10-04 21:31:38.672717,Air Filter,3
2022-10-04 21:31:38.672717,Engine Oil,9
2022-10-04 21:31:38.672717,Fuel Pump,5
2022-10-04 21:31:38.672717,LED Headlight,8
2022-10-04 21:31:38.672717,Spark Plug,7
2022-10-04 21:31:38.672717,Windshield Wiper,5
2022-10-05 21:31:38.672717,Alternator,9
2022-10-05 21:31:38.672717,Brake Pads,5
2022-10-05 21:31:38.672717,Fuel Pump,13
2022-10-05 21:31:38.672717,LED Headlight,4
2022-10-05 21:31:38.672717,Radiator,4
2022-10-06 21:31:38.672717,Air Filter,11
2022-10-06 21:31:38.672717,Alternator,4
2022-10-06 21:31:38.672717,Brake Pads,5
2022-10-06 21:31:38.672717,Engine Oil,5
2022-10-06 21:31:38.672717,LED Headlight,8
2022-10-06 21:31:38.672717,Radiator,6
2022-10-06 21:31:38.672717,Tire,4
2022-10-07 21:31:38.672717,Alternator,2
2022-10-07 21:31:38.672717,Brake Pads,3
2022-10-07 21:31:38.672717,Radiator,2
2022-10-07 21:31:38.672717,Windshield Wiper,12
2022-10-08 21:31:38.672717,Alternator,6
2022-10-08 21:31:38.672717,Brake Pads,4
2022-10-08 21:31:38.672717,Fuel Pump,4
2022-10-08 21:31:38.672717,Radiator,13
2022-10-08 21:31:38.672717,Windshield Wiper,8
2022-10-09 21:31:38.672717,Engine Oil,1
2022-10-09 21:31:38.672717,Spark Plug,8
2022-10-10 21:31:38.672717,Air Filter,8
2022-10-10 21:31:38.672717,Brake Pads,5
2022-10-10 21:31:38.672717,Engine Oil,1
2022-10-10 21:31:38.672717,Radiator,4
2022-10-10 21:31:38.672717,Spark Plug,6
2022-10-10 21:31:38.672717,Windshield Wiper,15
2022-10-11 21:31:38.672717,Air Filter,8
2022-10-11 21:31:38.672717,Alternator,2
2022-10-11 21:31:38.672717,Engine Oil,3
2022-10-11 21:31:38.672717,Fuel Pump,0
2022-10-11 21:31:38.672717,LED Headlight,8
2022-10-12 21:31:38.672717,Alternator,9
2022-10-12 21:31:38.672717,Brake Pads,5
2022-10-12 21:31:38.672717,Engine Oil,10
2022-10-12 21:31:38.672717,LED Headlight,2
2022-10-12 21:31:38.672717,Radiator,4
2022-10-12 21:31:38.672717,Tire,10
2022-10-13 21:31:38.672717,Air Filter,7
2022-10-13 21:31:38.672717,Brake Pads,8
2022-10-13 21:31:38.672717,Fuel Pump,6
2022-10-13 21:31:38.672717,Radiator,12
2022-10-13 21:31:38.672717,Spark Plug,8
2022-10-13 21:31:38.672717,Windshield Wiper,6
2022-10-14 21:31:38.672717,Brake Pads,1
2022-10-14 21:31:38.672717,Engine Oil,7
2022-10-14 21:31:38.672717,LED Headlight,5
2022-10-15 21:31:38.672717,Alternator,5
2022-10-15 21:31:38.672717,Engine Oil,7
2022-10-15 21:31:38.672717,Fuel Pump,10
2022-10-15 21:31:38.672717,LED Headlight,5
2022-10-15 21:31:38.672717,Windshield Wiper,8
2022-10-16 21:31:38.672717,Brake Pads,6
2022-10-16 21:31:38.672717,Fuel Pump,4
2022-10-16 21:31:38.672717,LED Headlight,2
2022-10-16 21:31:38.672717,Radiator,4
2022-10-17 21:31:38.672717,Alternator,5
2022-10-17 21:31:38.672717,Engine Oil,6
2022-10-17 21:31:38.672717,Radiator,5
2022-10-17 21:31:38.672717,Spark Plug,2
2022-10-17 21:31:38.672717,Tire,14
2022-10-18 21:31:38.672717,Air Filter,7
2022-10-18 21:31:38.672717,Alternator,15
2022-10-18 21:31:38.672717,Radiator,6
2022-10-18 21:31:38.672717,Windshield Wiper,7
2022-10-19 21:31:38.672717,Fuel Pump,6
2022-10-19 21:31:38.672717,Spark Plug,7
2022-10-19 21:31:38.672717,Tire,7
2022-10-19 21:31:38.672717,Windshield Wiper,3
2022-10-20 21:31:38.672717,Brake Pads,7
2022-10-20 21:31:38.672717,Windshield Wiper,6
2022-10-21 21:31:38.672717,Air Filter,8
2022-10-21 21:31:38.672717,Brake Pads,7
2022-10-21 21:31:38.672717,LED Headlight,5
2022-10-21 21:31:38.672717,Spark Plug,10
2022-10-22 21:31:38.672717,Air Filter,4
2022-10-22 21:31:38.672717,Brake Pads,10
2022-10-22 21:31:38.672717,Fuel Pump,18
2022-10-22 21:31:38.672717,Tire,5
2022-10-22 21:31:38.672717,Windshield Wiper,9
2022-10-23 21:31:38.672717,Air Filter,5
2022-10-23 21:31:38.672717,Alternator,4
2022-10-23 21:31:38.672717,Brake Pads,5
2022-10-23 21:31:38.672717,Engine Oil,7
2022-10-23 21:31:38.672717,Radiator,6
2022-10-23 21:31:38.672717,Spark Plug,13
2022-10-23 21:31:38.672717,Tire,3
2022-10-24 21:31:38.672717,Air Filter,4
2022-10-24 21:31:38.672717,Brake Pads,2
2022-10-24 21:31:38.672717,Radiator,7
2022-10-24 21:31:38.672717,Spark Plug,4
2022-10-24 21:31:38.672717,Tire,5
2022-10-24 21:31:38.672717,Windshield Wiper,8
2022-10-25 21:31:38.672717,Air Filter,6
2022-10-25 21:31:38.672717,Engine Oil,6
2022-10-25 21:31:38.672717,Radiator,7
2022-10-26 21:31:38.672717,Alternator,9
2022-10-26 21:31:38.672717,Brake Pads,3
2022-10-26 21:31:38.672717,Spark Plug,1
2022-10-27 21:31:38.672717,Alternator,10
2022-10-27 21:31:38.672717,Fuel Pump,1
2022-10-27 21:31:38.672717,Radiator,4
2022-10-27 21:31:38.672717,Windshield Wiper,9
2022-10-28 21:31:38.672717,Alternator,10
2022-10-28 21:31:38.672717,Engine Oil,4
2022-10-28 21:31:38.672717,Fuel Pump,4
2022-10-28 21:31:38.672717,LED Headlight,13
2022-10-28 21:31:38.672717,Spark Plug,11
2022-10-28 21:31:38.672717,Tire,2
2022-10-28 21:31:38.672717,Windshield Wiper,5
2022-10-29 21:31:38.672717,Air Filter,5
2022-10-29 21:31:38.672717,Alternator,5
2022-10-30 21:31:38.672717,Air Filter,6
2022-10-30 21:31:38.672717,Alternator,13
2022-10-30 21:31:38.672717,Engine Oil,5
2022-10-30 21:31:38.672717,Radiator,3
2022-10-30 21:31:38.672717,Spark Plug,3
2022-10-30 21:31:38.672717,Tire,6
2022-10-31 21:31:38.672717,Brake Pads,15
2022-10-31 21:31:38.672717,Fuel Pump,7
2022-10-31 21:31:38.672717,LED Headlight,5
2022-10-31 21:31:38.672717,Spark Plug,5
2022-10-31 21:31:38.672717,Tire,10
2022-11-01 21:31:38.672717,Brake Pads,4
2022-11-01 21:31:38.672717,Engine Oil,4
2022-11-01 21:31:38.672717,Fuel Pump,7
2022-11-01 21:31:38.672717,LED Headlight,6
2022-11-01 21:31:38.672717,Tire,10
2022-11-01 21:31:38.672717,Windshield Wiper,3
2022-11-02 21:31:38.672717,Fuel Pump,5
2022-11-02 21:31:38.672717,Tire,17
2022-11-02 21:31:38.672717,Windshield Wiper,8
2022-11-03 21:31:38.672717,Alternator,6
2022-11-03 21:31:38.672717,Engine Oil,4
2022-11-03 21:31:38.672717,Fuel Pump,5
2022-11-03 21:31:38.672717,LED Headlight,10
2022-11-03 21:31:38.672717,Radiator,8
2022-11-03 21:31:38.672717,Tire,18
2022-11-04 21:31:38.672717,Air Filter,6
2022-11-04 21:31:38.672717,Fuel Pump,12
2022-11-04 21:31:38.672717,Radiator,14
2022-11-04 21:31:38.672717,Tire,6
2022-11-05 21:31:38.672717,Air Filter,4
2022-11-05 21:31:38.672717,Alternator,9
2022-11-05 21:31:38.672717,Brake Pads,13
2022-11-05 21:31:38.672717,Fuel Pump,5
2022-11-05 21:31:38.672717,LED Headlight,5
2022-11-05 21:31:38.672717,Spark Plug,4
2022-11-05 21:31:38.672717,Windshield Wiper,1
2022-11-06 21:31:38.672717,Radiator,9
2022-11-07 21:31:38.672717,Alternator,16
2022-11-07 21:31:38.672717,LED Headlight,6
2022-11-07 21:31:38.672717,Radiator,10
2022-11-07 21:31:38.672717,Spark Plug,5
2022-11-08 21:31:38.672717,Alternator,1
2022-11-08 21:31:38.672717,LED Headlight,9
2022-11-08 21:31:38.672717,Radiator,3
2022-11-08 21:31:38.672717,Spark Plug,3
2022-11-09 21:31:38.672717,Air Filter,3
2022-11-09 21:31:38.672717,Brake Pads,3
2022-11-09 21:31:38.672717,Spark Plug,9
2022-11-10 21:31:38.672717,Alternator,5
2022-11-10 21:31:38.672717,Brake Pads,3
2022-11-10 21:31:38.672717,Engine Oil,6
2022-11-10 21:31:38.672717,LED Headlight,4
2022-11-10 21:31:38.672717,Radiator,15
2022-11-10 21:31:38.672717,Spark Plug,3
2022-11-10 21:31:38.672717,Tire,5
2022-11-10 21:31:38.672717,Windshield Wiper,6
2022-11-11 21:31:38.672717,Air Filter,7
2022-11-11 21:31:38.672717,Alternator,13
2022-11-11 21:31:38.672717,Fuel Pump,5
2022-11-11 21:31:38.672717,LED Headlight,4
2022-11-11 21:31:38.672717,Radiator,4
2022-11-11 21:31:38.672717,Tire,3
2022-11-11 21:31:38.672717,Windshield Wiper,4
2022-11-12 21:31:38.672717,Brake Pads,11
2022-11-12 21:31:38.672717,Fuel Pump,7
2022-11-12 21:31:38.672717,Radiator,5
2022-11-12 21:31:38.672717,Spark Plug,2
2022-11-12 21:31:38.672717,Windshield Wiper,7
2022-11-13 21:31:38.672717,LED Headlight,3
2022-11-13 21:31:38.672717,Radiator,20
2022-11-13 21:31:38.672717,Spark Plug,3
2022-11-13 21:31:38.672717,Windshield Wiper,1
2022-11-14 21:31:38.672717,Air Filter,7
2022-11-14 21:31:38.672717,Alternator,4
2022-11-14 21:31:38.672717,Engine Oil,4
2022-11-14 21:31:38.672717,Fuel Pump,5
2022-11-14 21:31:38.672717,Radiator,6
2022-11-15 21:31:38.672717,Alternator,2
2022-11-15 21:31:38.672717,Brake Pads,14
2022-11-15 21:31:38.672717,Engine Oil,4
2022-11-15 21:31:38.672717,Fuel Pump,3
2022-11-15 21:31:38.672717,Radiator,10
2022-11-16 21:31:38.672717,Air Filter,5
2022-11-16 21:31:38.672717,Brake Pads,5
2022-11-16 21:31:38.672717,Engine Oil,7
2022-11-16 21:31:38.672717,LED Headlight,14
2022-11-16 21:31:38.672717,Radiator,3
2022-11-16 21:31:38.672717,Spark Plug,8
2022-11-16 21:31:38.672717,Tire,2
2022-11-17 21:31:38.672717,Air Filter,4
2022-11-17 21:31:38.672717,Fuel Pump,7
2022-11-17 21:31:38.672717,LED Headlight,8
2022-11-17 21:31:38.672717,Tire,7
2022-11-17 21:31:38.672717,Windshield Wiper,2
2022-11-18 21:31:38.672717,Air Filter,6
2022-11-18 21:31:38.672717,Alternator,1
2022-11-18 21:31:38.672717,Engine Oil,4
2022-11-18 21:31:38.672717,LED Headlight,11
2022-11-19 21:31:38.672717,Air Filter,6
2022-11-19 21:31:38.672717,Engine Oil,8
2022-11-19 21:31:38.672717,Fuel Pump,6
2022-11-19 21:31:38.672717,LED Headlight,0
2022-11-19 21:31:38.672717,Radiator,1
2022-11-19 21:31:38.672717,Spark Plug,4
2022-11-19 21:31:38.672717,Windshield Wiper,18
2022-11-20 21:31:38.672717,Brake Pads,1
2022-11-20 21:31:38.672717,Engine Oil,4
2022-11-20 21:31:38.672717,Radiator,5
2022-11-20 21:31:38.672717,Windshield Wiper,7
2022-11-21 21:31:38.672717,Brake Pads,5
2022-11-21 21:31:38.672717,Engine Oil,2
2022-11-21 21:31:38.672717,LED Headlight,4
2022-11-21 21:31:38.672717,Tire,8
2022-11-22 21:31:38.672717,Alternator,0
2022-11-22 21:31:38.672717,Brake Pads,2
2022-11-22 21:31:38.672717,Fuel Pump,25
2022-11-22 21:31:38.672717,Spark Plug,7
2022-11-22 21:31:38.672717,Windshield Wiper,4
2022-11-23 21:31:38.672717,Engine Oil,8
2022-11-23 21:31:38.672717,LED Headlight,6
2022-11-23 21:31:38.672717,Windshield Wiper,14
2022-11-24 21:31:38.672717,Alternator,4
2022-11-24 21:31:38.672717,Brake Pads,9
2022-11-24 21:31:38.672717,Radiator,10
2022-11-24 21:31:38.672717,Spark Plug,7
2022-11-25 21:31:38.672717,Brake Pads,19
2022-11-25 21:31:38.672717,Engine Oil,4
2022-11-25 21:31:38.672717,Fuel Pump,4
2022-11-25 21:31:38.672717,LED Headlight,5
2022-11-25 21:31:38.672717,Radiator,5
2022-11-25 21:31:38.672717,Spark Plug,9
2022-11-26 21:31:38.672717,Air Filter,7
2022-11-26 21:31:38.672717,Brake Pads,1
2022-11-26 21:31:38.672717,Engine Oil,10
2022-11-26 21:31:38.672717,Tire,8
2022-11-26 21:31:38.672717,Windshield Wiper,2
2022-11-27 21:31:38.672717,Air Filter,8
2022-11-27 21:31:38.672717,Alternator,12
2022-11-27 21:31:38.672717,Brake Pads,3
2022-11-27 21:31:38.672717,Engine Oil,14
2022-11-27 21:31:38.672717,Fuel Pump,5
2022-11-27 21:31:38.672717,Radiator,3
2022-11-27 21:31:38.672717,Windshield Wiper,6
2022-11-28 21:31:38.672717,Brake Pads,8
2022-11-28 21:31:38.672717,Windshield Wiper,11
2022-11-29 21:31:38.672717,Brake Pads,5
2022-11-29 21:31:38.672717,Engine Oil,19
2022-11-29 21:31:38.672717,LED Headlight,3
2022-11-29 21:31:38.672717,Radiator,8
2022-11-29 21:31:38.672717,Spark Plug,10
2022-11-29 21:31:38.672717,Tire,7
2022-11-30 21:31:38.672717,Engine Oil,3
2022-11-30 21:31:38.672717,Fuel Pump,6
2022-11-30 21:31:38.672717,Radiator,9
2022-11-30 21:31:38.672717,Windshield Wiper,4
2022-12-01 21:31:38.672717,Air Filter,2
2022-12-01 21:31:38.672717,Fuel Pump,5
2022-12-01 21:31:38.672717,LED Headlight,4
2022-12-01 21:31:38.672717,Spark Plug,15
2022-12-01 21:31:38.672717,Tire,9
2022-12-02 21:31:38.672717,Air Filter,3
2022-12-02 21:31:38.672717,Alternator,11
2022-12-02 21:31:38.672717,Brake Pads,15
2022-12-02 21:31:38.672717,Engine Oil,1
2022-12-02 21:31:38.672717,Fuel Pump,6
2022-12-02 21:31:38.672717,LED Headlight,6
2022-12-02 21:31:38.672717,Tire,11
2022-12-03 21:31:38.672717,Air Filter,4
2022-12-03 21:31:38.672717,Engine Oil,10
2022-12-03 21:31:38.672717,LED Headlight,3
2022-12-03 21:31:38.672717,Radiator,8
2022-12-04 21:31:38.672717,Air Filter,6
2022-12-04 21:31:38.672717,Brake Pads,7
2022-12-04 21:31:38.672717,Fuel Pump,2
2022-12-04 21:31:38.672717,Radiator,7
2022-12-04 21:31:38.672717,Tire,6
2022-12-04 21:31:38.672717,Windshield Wiper,7
2022-12-05 21:31:38.672717,Air Filter,10
2022-12-05 21:31:38.672717,Alternator,4
2022-12-05 21:31:38.672717,Brake Pads,5
2022-12-05 21:31:38.672717,Engine Oil,8
2022-12-05 21:31:38.672717,Fuel Pump,6
2022-12-05 21:31:38.672717,Radiator,10
2022-12-06 21:31:38.672717,Air Filter,2
2022-12-06 21:31:38.672717,Engine Oil,8
2022-12-06 21:31:38.672717,Fuel Pump,12
2022-12-06 21:31:38.672717,LED Headlight,19
2022-12-06 21:31:38.672717,Radiator,9
2022-12-06 21:31:38.672717,Tire,3
2022-12-07 21:31:38.672717,Engine Oil,14
2022-12-07 21:31:38.672717,LED Headlight,7
2022-12-07 21:31:38.672717,Radiator,15
2022-12-08 21:31:38.672717,Air Filter,7
2022-12-08 21:31:38.672717,Brake Pads,7
2022-12-08 21:31:38.672717,Engine Oil,0
2022-12-08 21:31:38.672717,LED Headlight,9
2022-12-08 21:31:38.672717,Radiator,4
2022-12-08 21:31:38.672717,Spark Plug,3
2022-12-08 21:31:38.672717,Windshield Wiper,6
2022-12-09 21:31:38.672717,Air Filter,9
2022-12-09 21:31:38.672717,LED Headlight,3
2022-12-09 21:31:38.672717,Tire,4
2022-12-09 21:31:38.672717,Windshield Wiper,7
2022-12-10 21:31:38.672717,Brake Pads,2
2022-12-10 21:31:38.672717,Engine Oil,11
2022-12-10 21:31:38.672717,Fuel Pump,7
2022-12-10 21:31:38.672717,LED Headlight,8
